Train 145 {from: Kyiv; to: Wien; depart: 20-06-1916 17:09:00; arrive: 22-06-1916 19:09:00}
Train 1138 {from: Munchen; to: Moskva; depart: 13-04-1916 09:41:00; arrive: 22-04-1916 18:41:00}
Train 1139 {from: Buguresti; to: Danzig; depart: 09-12-1915 06:44:00; arrive: 10-12-1915 09:44:00}
Train 1140 {from: Petrograd; to: Sarajevo; depart: 01-08-1915 10:06:00; arrive: 05-08-1915 12:06:00}
Train 1141 {from: Kyiv; to: Barcelona; depart: 16-06-1916 00:23:00; arrive: 24-06-1916 09:23:00}
Train 1142 {from: Bruxelles; to: Athina; depart: 31-01-1915 05:18:00; arrive: 01-02-1915 05:18:00}
Train 1143 {from: Budapest; to: Vilno; depart: 07-01-1916 19:17:00; arrive: 08-01-1916 19:17:00}
Train 1144 {from: Danzig; to: Marseille; depart: 08-06-1916 10:00:00; arrive: 12-06-1916 13:00:00}
Train 1145 {from: Ancora; to: Buguresti; depart: 19-03-1916 12:22:00; arrive: 19-03-1916 15:22:00}
Train 1146 {from: Moskva; to: Berlin; depart: 11-06-1915 23:59:00; arrive: 18-06-1915 05:59:00}
Train 1147 {from: Warszawa; to: Paris; depart: 01-08-1915 05:28:00; arrive: 06-08-1915 05:28:00}
Train 1148 {from: Bruxelles; to: Danzig; depart: 19-05-1915 07:10:00; arrive: 24-05-1915 07:10:00}
Train 1149 {from: Zgrab; to: Kyiv; depart: 04-03-1915 01:49:00; arrive: 06-03-1915 04:49:00}
Train 1150 {from: Roma; to: Bruxelles; depart: 11-07-1915 11:27:00; arrive: 13-07-1915 17:27:00}
Train 1151 {from: Ancora; to: London; depart: 02-05-1916 19:45:00; arrive: 11-05-1916 03:45:00}
Train 1152 {from: Frankfurt; to: Ancora; depart: 24-02-1915 04:22:00; arrive: 28-02-1915 06:22:00}
Train 1153 {from: Essen; to: Pamplona; depart: 27-08-1915 21:29:00; arrive: 01-09-1915 03:29:00}
Train 1154 {from: Lisboa; to: Wien; depart: 15-03-1916 01:26:00; arrive: 21-03-1916 01:26:00}
Train 1155 {from: Wien; to: Bruxelles; depart: 28-03-1916 14:28:00; arrive: 01-04-1916 23:28:00}
Train 1156 {from: Venezia; to: Essen; depart: 07-02-1916 03:07:00; arrive: 08-02-1916 10:07:00}
Train 1157 {from: Constantinopole; to: Buguresti; depart: 27-11-1915 05:04:00; arrive: 27-11-1915 10:04:00}
Train 1158 {from: Vilno; to: Sarajevo; depart: 30-04-1916 07:19:00; arrive: 01-05-1916 11:19:00}
Train 1159 {from: Palermo; to: Riga; depart: 06-06-1915 18:18:00; arrive: 11-06-1915 03:18:00}
Train 1160 {from: Rostov; to: Erzurum; depart: 20-02-1915 00:19:00; arrive: 20-02-1915 04:19:00}
Train 1161 {from: Erzurum; to: London; depart: 02-03-1915 13:55:00; arrive: 11-03-1915 21:55:00}
Train 1162 {from: Zgrab; to: Ancora; depart: 06-03-1916 03:26:00; arrive: 09-03-1916 05:26:00}
Train 1163 {from: Paris; to: Madrid; depart: 13-04-1916 16:34:00; arrive: 15-04-1916 18:34:00}
Train 1164 {from: Frankfurt; to: Erzurum; depart: 09-06-1916 11:33:00; arrive: 14-06-1916 17:33:00}
Train 1165 {from: Essen; to: Munchen; depart: 16-08-1915 13:14:00; arrive: 19-08-1915 21:14:00}
Train 1166 {from: Budapest; to: Kyiv; depart: 15-09-1915 06:03:00; arrive: 16-09-1915 08:03:00}
Train 1167 {from: Riga; to: Paris; depart: 12-07-1915 05:09:00; arrive: 18-07-1915 07:09:00}
Train 1168 {from: Berlin; to: Venezia; depart: 24-09-1915 06:45:00; arrive: 25-09-1915 06:45:00}
Train 1169 {from: Riga; to: Frankfurt; depart: 09-02-1916 01:11:00; arrive: 12-02-1916 08:11:00}
Train 1170 {from: Constantinopole; to: Amsterdam; depart: 19-07-1915 01:46:00; arrive: 27-07-1915 03:46:00}
Train 1171 {from: Ancora; to: Brindisi; depart: 13-08-1915 22:26:00; arrive: 19-08-1915 03:26:00}
Train 1172 {from: Wien; to: Lisboa; depart: 23-01-1916 20:55:00; arrive: 29-01-1916 21:55:00}
Train 1173 {from: Petrograd; to: Amsterdam; depart: 05-03-1915 10:24:00; arrive: 15-03-1915 13:24:00}
Train 1174 {from: Marseille; to: Rostov; depart: 08-01-1916 03:05:00; arrive: 16-01-1916 06:05:00}
Train 1175 {from: Pamplona; to: Vilno; depart: 11-07-1915 13:04:00; arrive: 18-07-1915 14:04:00}
Train 1176 {from: Danzig; to: Buguresti; depart: 02-01-1916 04:36:00; arrive: 03-01-1916 13:36:00}
Train 1177 {from: Berlin; to: Rostov; depart: 14-08-1915 05:33:00; arrive: 19-08-1915 14:33:00}
Train 1178 {from: Erzurum; to: Kyiv; depart: 09-07-1915 01:34:00; arrive: 10-07-1915 10:34:00}
Train 1179 {from: Kyiv; to: Zurich; depart: 22-09-1915 04:27:00; arrive: 26-09-1915 05:27:00}
Train 1180 {from: Barcelona; to: Wien; depart: 13-09-1915 21:02:00; arrive: 18-09-1915 22:02:00}
Train 1181 {from: Danzig; to: London; depart: 27-07-1916 02:28:00; arrive: 02-08-1916 07:28:00}
Train 1182 {from: Riga; to: Zgrab; depart: 29-02-1916 22:06:00; arrive: 02-03-1916 02:06:00}
Train 1183 {from: Buguresti; to: Madrid; depart: 25-01-1915 10:35:00; arrive: 03-02-1915 13:35:00}
Train 1184 {from: Berlin; to: Danzig; depart: 14-09-1915 02:20:00; arrive: 15-09-1915 07:20:00}
Train 1185 {from: Danzig; to: Budapest; depart: 27-01-1915 08:42:00; arrive: 27-01-1915 17:42:00}
Train 1186 {from: Bruxelles; to: Constantinopole; depart: 09-05-1915 00:51:00; arrive: 17-05-1915 03:51:00}
Train 1187 {from: Budapest; to: Buguresti; depart: 16-05-1915 17:54:00; arrive: 18-05-1915 19:54:00}
Train 1188 {from: Palermo; to: Madrid; depart: 17-08-1916 04:47:00; arrive: 20-08-1916 13:47:00}
Train 1189 {from: Danzig; to: Amsterdam; depart: 06-02-1916 20:03:00; arrive: 12-02-1916 22:03:00}
Train 1190 {from: Budapest; to: Brindisi; depart: 28-02-1916 08:52:00; arrive: 02-03-1916 11:52:00}
Train 1191 {from: Marseille; to: Paris; depart: 28-06-1916 20:46:00; arrive: 29-06-1916 01:46:00}
Train 1192 {from: Kharkov; to: Paris; depart: 05-05-1916 04:20:00; arrive: 14-05-1916 09:20:00}
Train 1193 {from: Sarajevo; to: Pamplona; depart: 27-03-1915 11:59:00; arrive: 02-04-1915 20:59:00}
Train 1194 {from: Lisboa; to: Kyiv; depart: 25-04-1915 06:57:00; arrive: 04-05-1915 08:57:00}
Train 1195 {from: Buguresti; to: Athina; depart: 07-05-1916 16:21:00; arrive: 13-05-1916 17:21:00}
Train 1196 {from: Kyiv; to: Paris; depart: 12-07-1916 21:16:00; arrive: 19-07-1916 02:16:00}
Train 1197 {from: Erzurum; to: Venezia; depart: 21-07-1915 22:08:00; arrive: 28-07-1915 00:08:00}
Train 1198 {from: Wien; to: Petrograd; depart: 07-03-1915 20:44:00; arrive: 12-03-1915 23:44:00}
Train 1199 {from: Essen; to: Budapest; depart: 10-03-1915 22:05:00; arrive: 11-03-1915 23:05:00}
Train 1200 {from: Lisboa; to: Buguresti; depart: 02-01-1916 07:31:00; arrive: 11-01-1916 14:31:00}
Train 1201 {from: Constantinopole; to: Athina; depart: 03-02-1916 13:29:00; arrive: 09-02-1916 19:29:00}
Train 1202 {from: Brindisi; to: Roma; depart: 08-05-1916 13:59:00; arrive: 08-05-1916 21:59:00}
Train 1203 {from: Warszawa; to: Buguresti; depart: 08-12-1915 22:40:00; arrive: 10-12-1915 02:40:00}
Train 1204 {from: Berlin; to: Ancora; depart: 18-09-1915 03:59:00; arrive: 21-09-1915 04:59:00}
Train 1205 {from: Essen; to: Athina; depart: 28-01-1915 05:02:00; arrive: 30-01-1915 05:02:00}
Train 1206 {from: Pamplona; to: Bruxelles; depart: 02-05-1915 12:04:00; arrive: 03-05-1915 14:04:00}
Train 1207 {from: Danzig; to: Paris; depart: 10-04-1916 00:49:00; arrive: 15-04-1916 09:49:00}
Train 1208 {from: Palermo; to: Warszawa; depart: 20-10-1915 07:06:00; arrive: 24-10-1915 07:06:00}
Train 1209 {from: Rostov; to: Erzurum; depart: 09-09-1915 08:10:00; arrive: 09-09-1915 08:10:00}
Train 1210 {from: Barcelona; to: Danzig; depart: 14-05-1916 21:36:00; arrive: 22-05-1916 01:36:00}
Train 1211 {from: Budapest; to: Warszawa; depart: 06-10-1915 17:38:00; arrive: 06-10-1915 20:38:00}
Train 1212 {from: Warszawa; to: Bruxelles; depart: 14-01-1915 06:36:00; arrive: 20-01-1915 10:36:00}
Train 1213 {from: Rostov; to: Moskva; depart: 21-04-1916 16:29:00; arrive: 22-04-1916 22:29:00}
Train 1214 {from: Sevastopol; to: Munchen; depart: 29-08-1915 14:09:00; arrive: 05-09-1915 20:09:00}
Train 1215 {from: Kharkov; to: Moskva; depart: 06-08-1916 06:04:00; arrive: 06-08-1916 15:04:00}
Train 1216 {from: Erzurum; to: Ancora; depart: 03-07-1915 07:27:00; arrive: 04-07-1915 15:27:00}
Train 1217 {from: Roma; to: Moskva; depart: 01-09-1915 15:28:00; arrive: 08-09-1915 18:28:00}
Train 1218 {from: Amsterdam; to: Barcelona; depart: 02-07-1916 10:13:00; arrive: 03-07-1916 10:13:00}
Train 1219 {from: Buguresti; to: Barcelona; depart: 06-11-1915 17:44:00; arrive: 14-11-1915 20:44:00}
Train 1220 {from: Constantinopole; to: Amsterdam; depart: 09-03-1915 18:46:00; arrive: 18-03-1915 00:46:00}
Train 1221 {from: Berlin; to: Palermo; depart: 23-09-1915 13:16:00; arrive: 25-09-1915 22:16:00}
Train 1222 {from: Roma; to: Buguresti; depart: 04-07-1915 10:17:00; arrive: 09-07-1915 11:17:00}
Train 1223 {from: Berlin; to: Buguresti; depart: 09-10-1915 01:49:00; arrive: 12-10-1915 02:49:00}
Train 1224 {from: Palermo; to: Kharkov; depart: 24-01-1915 09:19:00; arrive: 31-01-1915 18:19:00}
Train 1225 {from: Venezia; to: Zurich; depart: 20-12-1915 05:36:00; arrive: 20-12-1915 06:36:00}
Train 1226 {from: Kharkov; to: Athina; depart: 02-03-1916 11:55:00; arrive: 10-03-1916 18:55:00}
Train 1227 {from: Brindisi; to: Danzig; depart: 21-07-1916 04:07:00; arrive: 24-07-1916 08:07:00}
Train 1228 {from: Buguresti; to: Marseille; depart: 07-04-1915 11:33:00; arrive: 13-04-1915 13:33:00}
Train 1229 {from: Berlin; to: Amsterdam; depart: 01-04-1916 11:39:00; arrive: 05-04-1916 20:39:00}
Train 1230 {from: Erzurum; to: Petrograd; depart: 07-03-1915 07:21:00; arrive: 08-03-1915 08:21:00}
Train 1231 {from: Rostov; to: Sevastopol; depart: 02-07-1915 18:19:00; arrive: 02-07-1915 19:19:00}
Train 1232 {from: Buguresti; to: Ancora; depart: 17-02-1915 22:08:00; arrive: 17-02-1915 23:08:00}
Train 1233 {from: Paris; to: Erzurum; depart: 21-11-1915 21:11:00; arrive: 30-11-1915 00:11:00}
Train 1234 {from: Rostov; to: Brindisi; depart: 08-05-1915 09:45:00; arrive: 15-05-1915 11:45:00}
Train 1235 {from: Moskva; to: Kyiv; depart: 22-12-1915 06:01:00; arrive: 25-12-1915 06:01:00}
Train 1236 {from: Roma; to: Amsterdam; depart: 26-08-1915 12:28:00; arrive: 28-08-1915 12:28:00}
Train 1237 {from: Budapest; to: Lisboa; depart: 28-08-1915 17:46:00; arrive: 04-09-1915 18:46:00}
Train 1238 {from: Petrograd; to: Athina; depart: 24-02-1915 19:51:00; arrive: 05-03-1915 01:51:00}
Train 1239 {from: Marseille; to: Ancora; depart: 27-04-1916 10:41:00; arrive: 03-05-1916 13:41:00}
Train 1240 {from: Frankfurt; to: Constantinopole; depart: 17-02-1915 02:31:00; arrive: 21-02-1915 07:31:00}
Train 1241 {from: Frankfurt; to: Riga; depart: 27-05-1915 13:52:00; arrive: 30-05-1915 13:52:00}
Train 1242 {from: Sevastopol; to: Wien; depart: 28-03-1916 07:42:00; arrive: 01-04-1916 09:42:00}
Train 1243 {from: Barcelona; to: Warszawa; depart: 13-04-1915 07:15:00; arrive: 20-04-1915 07:15:00}
Train 1244 {from: Erzurum; to: Ancora; depart: 04-03-1916 22:20:00; arrive: 05-03-1916 23:20:00}
Train 1245 {from: Athina; to: Roma; depart: 09-03-1915 01:38:00; arrive: 10-03-1915 02:38:00}
Train 1246 {from: Athina; to: Sarajevo; depart: 09-06-1915 15:01:00; arrive: 12-06-1915 22:01:00}
Train 1247 {from: Athina; to: Lisboa; depart: 02-07-1916 22:37:00; arrive: 06-07-1916 07:37:00}
Train 1248 {from: Wien; to: Amsterdam; depart: 28-02-1915 12:57:00; arrive: 04-03-1915 12:57:00}
Train 1249 {from: Petrograd; to: Venezia; depart: 17-02-1915 14:15:00; arrive: 24-02-1915 16:15:00}
Train 1250 {from: Essen; to: Budapest; depart: 09-04-1915 08:06:00; arrive: 10-04-1915 14:06:00}
Train 1251 {from: Paris; to: Sevastopol; depart: 02-07-1916 04:44:00; arrive: 10-07-1916 12:44:00}
Train 1252 {from: Essen; to: Venezia; depart: 21-03-1916 17:14:00; arrive: 22-03-1916 18:14:00}
Train 1253 {from: Zurich; to: Rostov; depart: 05-06-1916 13:02:00; arrive: 11-06-1916 16:02:00}
Train 1254 {from: Marseille; to: Buguresti; depart: 24-10-1915 06:46:00; arrive: 30-10-1915 08:46:00}
Train 1255 {from: Vilno; to: Berlin; depart: 14-08-1915 22:47:00; arrive: 17-08-1915 05:47:00}
Train 1256 {from: Zurich; to: Sevastopol; depart: 07-03-1915 05:20:00; arrive: 12-03-1915 13:20:00}
Train 1257 {from: London; to: Erzurum; depart: 18-03-1916 06:26:00; arrive: 27-03-1916 09:26:00}
Train 1258 {from: Madrid; to: Erzurum; depart: 31-05-1916 08:22:00; arrive: 10-06-1916 14:22:00}
Train 1259 {from: Petrograd; to: Zurich; depart: 23-12-1915 07:36:00; arrive: 29-12-1915 16:36:00}
Train 1260 {from: Rostov; to: Sarajevo; depart: 06-02-1915 13:57:00; arrive: 10-02-1915 14:57:00}
Train 1261 {from: Kyiv; to: Moskva; depart: 11-07-1915 07:27:00; arrive: 14-07-1915 09:27:00}
Train 1262 {from: Barcelona; to: Lisboa; depart: 17-05-1915 11:15:00; arrive: 17-05-1915 19:15:00}
Train 1263 {from: London; to: Wien; depart: 27-08-1915 08:33:00; arrive: 01-09-1915 14:33:00}
Train 1264 {from: Palermo; to: Amsterdam; depart: 19-03-1915 15:35:00; arrive: 22-03-1915 00:35:00}
Train 1265 {from: Danzig; to: Budapest; depart: 17-02-1915 17:11:00; arrive: 18-02-1915 00:11:00}
Train 1266 {from: Pamplona; to: Kyiv; depart: 31-01-1916 15:18:00; arrive: 08-02-1916 18:18:00}
Train 1267 {from: Rostov; to: Moskva; depart: 18-07-1916 00:53:00; arrive: 19-07-1916 00:53:00}
Train 1268 {from: Erzurum; to: Buguresti; depart: 06-07-1916 13:00:00; arrive: 07-07-1916 13:00:00}
Train 1269 {from: Essen; to: Frankfurt; depart: 02-04-1915 09:22:00; arrive: 02-04-1915 11:22:00}
Train 1270 {from: Brindisi; to: Kyiv; depart: 29-01-1916 05:59:00; arrive: 03-02-1916 11:59:00}
Train 1271 {from: Madrid; to: Petrograd; depart: 04-12-1915 05:17:00; arrive: 15-12-1915 05:17:00}
Train 1272 {from: Lisboa; to: Paris; depart: 26-02-1915 19:17:00; arrive: 01-03-1915 01:17:00}
Train 1273 {from: Athina; to: Constantinopole; depart: 04-08-1916 19:43:00; arrive: 10-08-1916 21:43:00}
Train 1274 {from: Barcelona; to: Vilno; depart: 30-07-1916 09:29:00; arrive: 07-08-1916 12:29:00}
Train 1275 {from: Constantinopole; to: Paris; depart: 12-07-1915 13:12:00; arrive: 19-07-1915 20:12:00}
Train 1276 {from: Moskva; to: Buguresti; depart: 27-04-1915 02:47:00; arrive: 29-04-1915 10:47:00}
Train 1277 {from: Lisboa; to: Frankfurt; depart: 03-11-1915 00:09:00; arrive: 08-11-1915 02:09:00}
Train 1278 {from: Bruxelles; to: Warszawa; depart: 16-02-1915 21:12:00; arrive: 23-02-1915 00:12:00}
Train 1279 {from: Roma; to: Marseille; depart: 28-08-1915 02:12:00; arrive: 29-08-1915 10:12:00}
Train 1280 {from: Amsterdam; to: Erzurum; depart: 13-02-1915 11:25:00; arrive: 22-02-1915 16:25:00}
Train 1281 {from: Barcelona; to: Paris; depart: 14-09-1915 10:27:00; arrive: 15-09-1915 13:27:00}
Train 1282 {from: Munchen; to: Ancora; depart: 12-10-1915 12:00:00; arrive: 19-10-1915 15:00:00}
Train 1283 {from: Essen; to: Roma; depart: 05-04-1915 17:35:00; arrive: 06-04-1915 20:35:00}
Train 1284 {from: Bruxelles; to: Kharkov; depart: 11-06-1915 01:33:00; arrive: 20-06-1915 06:33:00}
Train 1285 {from: Zurich; to: Amsterdam; depart: 02-04-1916 16:41:00; arrive: 05-04-1916 19:41:00}
Train 1286 {from: Amsterdam; to: Ancora; depart: 22-08-1916 05:20:00; arrive: 30-08-1916 13:20:00}
Train 1287 {from: Budapest; to: Vilno; depart: 04-07-1916 16:48:00; arrive: 05-07-1916 20:48:00}
Train 1288 {from: Warszawa; to: Petrograd; depart: 30-07-1916 12:00:00; arrive: 02-08-1916 18:00:00}
Train 1289 {from: Budapest; to: Riga; depart: 23-10-1915 12:10:00; arrive: 24-10-1915 18:10:00}
Train 1290 {from: Berlin; to: Wien; depart: 11-11-1915 16:20:00; arrive: 11-11-1915 18:20:00}
Train 1291 {from: London; to: Pamplona; depart: 24-01-1916 16:56:00; arrive: 24-01-1916 18:56:00}
Train 1292 {from: Petrograd; to: London; depart: 09-11-1915 21:06:00; arrive: 20-11-1915 02:06:00}
Train 1293 {from: Moskva; to: Bruxelles; depart: 31-01-1915 20:12:00; arrive: 10-02-1915 23:12:00}
Train 1294 {from: Warszawa; to: Riga; depart: 25-06-1916 10:40:00; arrive: 25-06-1916 14:40:00}
Train 1295 {from: Warszawa; to: Lisboa; depart: 07-05-1916 12:22:00; arrive: 15-05-1916 14:22:00}
Train 1296 {from: Essen; to: Riga; depart: 07-03-1915 15:39:00; arrive: 09-03-1915 17:39:00}
Train 1297 {from: Amsterdam; to: Venezia; depart: 10-07-1915 02:32:00; arrive: 13-07-1915 10:32:00}
Train 1298 {from: Sarajevo; to: Palermo; depart: 26-10-1915 21:08:00; arrive: 30-10-1915 03:08:00}
Train 1299 {from: Brindisi; to: Zgrab; depart: 29-03-1915 21:04:00; arrive: 01-04-1915 03:04:00}
Train 1300 {from: Roma; to: Budapest; depart: 12-03-1916 21:18:00; arrive: 16-03-1916 01:18:00}
Train 1301 {from: Warszawa; to: Riga; depart: 13-09-1915 08:44:00; arrive: 13-09-1915 16:44:00}
Train 1302 {from: Wien; to: London; depart: 07-05-1916 21:02:00; arrive: 13-05-1916 02:02:00}
Train 1303 {from: Bruxelles; to: Lisboa; depart: 30-01-1915 13:47:00; arrive: 01-02-1915 21:47:00}
Train 1304 {from: Munchen; to: Rostov; depart: 26-01-1916 05:57:00; arrive: 03-02-1916 09:57:00}
Train 1305 {from: Riga; to: Sarajevo; depart: 07-05-1916 12:51:00; arrive: 08-05-1916 16:51:00}
Train 1306 {from: Constantinopole; to: Athina; depart: 18-12-1915 04:32:00; arrive: 24-12-1915 05:32:00}
Train 1307 {from: Berlin; to: Paris; depart: 24-01-1916 09:40:00; arrive: 27-01-1916 14:40:00}
Train 1308 {from: Erzurum; to: Amsterdam; depart: 26-08-1915 08:39:00; arrive: 04-09-1915 14:39:00}
Train 1309 {from: Essen; to: Riga; depart: 28-05-1916 18:21:00; arrive: 31-05-1916 01:21:00}
Train 1310 {from: Frankfurt; to: Zurich; depart: 14-05-1916 07:35:00; arrive: 14-05-1916 16:35:00}
Train 1311 {from: Buguresti; to: Frankfurt; depart: 22-03-1915 16:02:00; arrive: 27-03-1915 00:02:00}
Train 1312 {from: Rostov; to: Zgrab; depart: 12-05-1916 12:15:00; arrive: 16-05-1916 17:15:00}
Train 1313 {from: Ancora; to: Frankfurt; depart: 02-02-1916 21:44:00; arrive: 07-02-1916 06:44:00}
Train 1314 {from: Berlin; to: Ancora; depart: 25-03-1916 11:38:00; arrive: 28-03-1916 17:38:00}
Train 1315 {from: Zgrab; to: Vilno; depart: 30-07-1915 02:54:00; arrive: 01-08-1915 02:54:00}
Train 1316 {from: Vilno; to: Lisboa; depart: 17-07-1915 08:02:00; arrive: 25-07-1915 11:02:00}
Train 1317 {from: Pamplona; to: Paris; depart: 15-09-1915 22:42:00; arrive: 16-09-1915 22:42:00}
Train 1318 {from: Ancora; to: Athina; depart: 17-06-1916 00:41:00; arrive: 23-06-1916 08:41:00}
Train 1319 {from: Budapest; to: Marseille; depart: 13-05-1916 14:16:00; arrive: 17-05-1916 14:16:00}
Train 1320 {from: Moskva; to: Vilno; depart: 30-01-1915 01:17:00; arrive: 02-02-1915 05:17:00}
Train 1321 {from: Brindisi; to: Roma; depart: 23-03-1916 10:14:00; arrive: 23-03-1916 13:14:00}
Train 1322 {from: London; to: Rostov; depart: 08-08-1915 06:03:00; arrive: 17-08-1915 10:03:00}
Train 1323 {from: Zurich; to: Wien; depart: 05-10-1915 06:35:00; arrive: 06-10-1915 12:35:00}
Train 1324 {from: Palermo; to: Bruxelles; depart: 08-06-1915 18:13:00; arrive: 09-06-1915 19:13:00}
Train 1325 {from: Budapest; to: Zgrab; depart: 10-02-1916 15:43:00; arrive: 10-02-1916 17:43:00}
Train 1326 {from: Moskva; to: Palermo; depart: 19-04-1916 11:58:00; arrive: 27-04-1916 12:58:00}
Train 1327 {from: Palermo; to: Warszawa; depart: 02-02-1915 01:42:00; arrive: 06-02-1915 07:42:00}
Train 1328 {from: Wien; to: Vilno; depart: 03-02-1915 08:59:00; arrive: 05-02-1915 17:59:00}
Train 1329 {from: Roma; to: Zurich; depart: 03-06-1915 05:30:00; arrive: 03-06-1915 14:30:00}
Train 1330 {from: Bruxelles; to: Pamplona; depart: 28-04-1915 12:46:00; arrive: 29-04-1915 16:46:00}
Train 1331 {from: Munchen; to: Barcelona; depart: 14-05-1916 00:14:00; arrive: 16-05-1916 00:14:00}
Train 1332 {from: Riga; to: London; depart: 26-01-1915 09:06:00; arrive: 02-02-1915 09:06:00}
Train 1333 {from: Petrograd; to: Danzig; depart: 18-08-1916 09:11:00; arrive: 22-08-1916 13:11:00}
Train 1334 {from: Riga; to: Danzig; depart: 23-11-1915 12:02:00; arrive: 23-11-1915 14:02:00}
Train 1335 {from: Paris; to: Kharkov; depart: 18-06-1915 02:45:00; arrive: 27-06-1915 06:45:00}
Train 1336 {from: Sarajevo; to: Budapest; depart: 07-09-1915 10:04:00; arrive: 07-09-1915 12:04:00}
Train 1337 {from: Athina; to: Erzurum; depart: 07-11-1915 06:44:00; arrive: 14-11-1915 07:44:00}
Train 1338 {from: Kyiv; to: Constantinopole; depart: 02-01-1915 10:23:00; arrive: 03-01-1915 18:23:00}
Train 1339 {from: Sevastopol; to: Petrograd; depart: 25-04-1915 11:11:00; arrive: 26-04-1915 15:11:00}
Train 1340 {from: Sevastopol; to: Constantinopole; depart: 09-02-1915 14:06:00; arrive: 09-02-1915 22:06:00}
Train 1341 {from: Budapest; to: Ancora; depart: 18-02-1915 22:10:00; arrive: 21-02-1915 06:10:00}
Train 1342 {from: Buguresti; to: Pamplona; depart: 11-05-1916 07:15:00; arrive: 19-05-1916 15:15:00}
Train 1343 {from: Vilno; to: Riga; depart: 03-12-1915 11:08:00; arrive: 03-12-1915 15:08:00}
Train 1344 {from: Sevastopol; to: Marseille; depart: 13-11-1915 09:55:00; arrive: 20-11-1915 17:55:00}
Train 1345 {from: Rostov; to: Sevastopol; depart: 12-07-1916 06:43:00; arrive: 12-07-1916 14:43:00}
Train 1346 {from: Madrid; to: Palermo; depart: 23-03-1915 01:36:00; arrive: 26-03-1915 01:36:00}
Train 1347 {from: London; to: Roma; depart: 01-04-1916 08:20:00; arrive: 04-04-1916 17:20:00}
Train 1348 {from: Petrograd; to: Essen; depart: 28-05-1915 15:57:00; arrive: 04-06-1915 00:57:00}
Train 1349 {from: Paris; to: Venezia; depart: 05-01-1916 17:35:00; arrive: 07-01-1916 20:35:00}
Train 1350 {from: Bruxelles; to: Pamplona; depart: 24-03-1915 20:51:00; arrive: 25-03-1915 20:51:00}
Train 1351 {from: Marseille; to: Kyiv; depart: 30-06-1915 12:03:00; arrive: 06-07-1915 13:03:00}
Train 1352 {from: Vilno; to: Kharkov; depart: 07-05-1915 05:25:00; arrive: 09-05-1915 05:25:00}
Train 1353 {from: Lisboa; to: Berlin; depart: 13-01-1915 06:36:00; arrive: 19-01-1915 10:36:00}
Train 1354 {from: Venezia; to: Buguresti; depart: 13-09-1915 09:58:00; arrive: 17-09-1915 15:58:00}
Train 1355 {from: Essen; to: Zgrab; depart: 15-08-1916 19:54:00; arrive: 16-08-1916 20:54:00}
Train 1356 {from: Budapest; to: Essen; depart: 21-10-1915 11:51:00; arrive: 22-10-1915 18:51:00}
Train 1357 {from: Paris; to: Danzig; depart: 11-07-1916 12:26:00; arrive: 16-07-1916 19:26:00}
Train 1358 {from: Zurich; to: Sevastopol; depart: 25-12-1915 10:35:00; arrive: 30-12-1915 15:35:00}
Train 1359 {from: Kharkov; to: Riga; depart: 20-01-1915 19:45:00; arrive: 24-01-1915 01:45:00}
Train 1360 {from: Paris; to: Palermo; depart: 01-06-1915 12:44:00; arrive: 02-06-1915 20:44:00}
Train 1361 {from: Venezia; to: Riga; depart: 17-11-1915 11:17:00; arrive: 20-11-1915 18:17:00}
Train 1362 {from: Berlin; to: Petrograd; depart: 28-11-1915 02:08:00; arrive: 03-12-1915 04:08:00}
Train 1363 {from: Barcelona; to: Paris; depart: 27-05-1915 05:43:00; arrive: 28-05-1915 05:43:00}
Train 1364 {from: Frankfurt; to: Vilno; depart: 24-01-1915 21:52:00; arrive: 27-01-1915 23:52:00}
Train 1365 {from: Lisboa; to: Petrograd; depart: 24-05-1915 14:46:00; arrive: 04-06-1915 21:46:00}
Train 1366 {from: Kyiv; to: London; depart: 23-05-1915 03:21:00; arrive: 30-05-1915 06:21:00}
Train 1367 {from: Riga; to: Bruxelles; depart: 26-11-1915 08:54:00; arrive: 02-12-1915 11:54:00}
Train 1368 {from: Brindisi; to: Amsterdam; depart: 05-07-1915 21:49:00; arrive: 08-07-1915 05:49:00}
Train 1369 {from: Palermo; to: Danzig; depart: 30-03-1916 11:46:00; arrive: 03-04-1916 20:46:00}
Train 1370 {from: Pamplona; to: Madrid; depart: 04-02-1916 05:10:00; arrive: 04-02-1916 11:10:00}
Train 1371 {from: Riga; to: Bruxelles; depart: 20-04-1916 09:53:00; arrive: 26-04-1916 14:53:00}
Train 1372 {from: Petrograd; to: Roma; depart: 03-03-1916 06:14:00; arrive: 10-03-1916 07:14:00}
Train 1373 {from: Ancora; to: Moskva; depart: 28-02-1916 18:44:00; arrive: 01-03-1916 23:44:00}
Train 1374 {from: Marseille; to: Ancora; depart: 27-10-1915 13:27:00; arrive: 02-11-1915 13:27:00}
Train 1375 {from: Paris; to: Marseille; depart: 17-07-1915 11:45:00; arrive: 17-07-1915 18:45:00}
Train 1376 {from: London; to: Zurich; depart: 03-03-1915 02:25:00; arrive: 06-03-1915 10:25:00}
Train 1377 {from: Paris; to: Bruxelles; depart: 04-04-1916 16:39:00; arrive: 04-04-1916 21:39:00}
Train 1378 {from: Marseille; to: Moskva; depart: 14-01-1915 01:22:00; arrive: 23-01-1915 10:22:00}
